customer_id,txn_count,total_spent,avg_spent,total_qty,avg_qty,total_discount,coupon_txn_count,recency_days,coupon_usage_rate
1,1048,123948.4,118.27137404580152,1227,1.1708015267175573,-19147.23,0,3,0.0
2,419,52822.88,126.0689260143198,474,1.1312649164677804,-7301.29,0,7,0.0
3,705,5107930.39,7245.291333333333,8163,11.578723404255319,-18193.07,0,17,0.0
4,220,50310.01,228.68186363636366,280,1.2727272727272727,-3016.24,0,53,0.0
5,792,107368878.24,135566.76545454544,93353,117.8699494949495,-10907.9,0,4,0.0
6,583,73004.37,125.22190394511148,707,1.2126929674099485,-7406.75,0,15,0.0
7,1053,50792295.39,48235.79809116809,57763,54.85565052231719,-19532.83,0,8,0.0
8,1318,2312939070.73,1754885.486138088,1334454,1012.4840667678301,-37616.44,0,0,0.0
9,557,74371348.05,133521.2711849192,117820,211.52603231597845,-12203.98,0,0,0.0
10,491,69403947.45,141352.2351323829,81165,165.30549898167007,-5636.46,0,5,0.0
11,617,248815887.14000002,403267.24009724474,280268,454.2431118314425,-18572.68,0,7,0.0
12,964,116435649.6,120783.86887966805,113464,117.70124481327801,-19519.72,0,11,0.0
13,2471,200677192.65,81212.9472480777,305729,123.72683124241198,-51287.93,0,0,0.0
14,1244,334681893.45,269036.891840836,337465,271.274115755627,-17894.48,0,1,0.0
15,828,437871064.09,528829.7875483092,276922,334.44685990338166,-15154.8,0,6,0.0
16,532,215433057.57,404949.35633458645,167098,314.093984962406,-6848.84,0,6,0.0
17,572,17550266.67,30682.28438811189,14675,25.655594405594407,-11560.44,0,6,0.0
18,509,62188.57,122.17793713163064,660,1.2966601178781925,-6305.38,0,0,0.0
19,1391,153425.39,110.29862688713158,1668,1.199137311286844,-10005.59,0,1,0.0
20,377,27865599.75,73914.05769230769,32574,86.40318302387269,-5486.57,0,1,0.0
21,383,55432.4,144.73211488250652,544,1.4203655352480418,-8238.05,0,34,0.0
22,425,242810335.07999998,571318.4354823529,172180,405.1294117647059,-18039.73,0,11,0.0
23,596,330737801.2,554929.1966442952,263855,442.7097315436242,-8645.02,0,5,0.0
24,646,7192856.76,11134.453188854488,9500,14.705882352941176,-10759.64,0,2,0.0
25,196,62418297.62,318460.70214285713,59291,302.5051020408163,-14016.09,0,17,0.0
26,110,55574.23,505.22027272727274,223,2.0272727272727273,-1774.25,0,12,0.0
27,1164,11812566.33,10148.252860824743,12974,11.146048109965635,-18381.03,0,3,0.0
28,2053,851914453.34,414960.7663614223,794691,387.0876765708719,-22641.5,0,2,0.0
29,525,102285.1,194.8287619047619,817,1.5561904761904761,-10826.49,0,3,0.0
30,561,70868.37,126.32508021390373,817,1.4563279857397504,-11918.67,0,1,0.0
31,303,18534138.34,61168.77339933993,42933,141.69306930693068,-2698.17,0,1,0.0
32,212,34304.37,161.81306603773587,267,1.259433962264151,-2000.39,0,41,0.0
33,1019,180798103.77,177426.99094210012,82125,80.5937193326791,-29090.579999999998,0,1,0.0
34,381,67854.73,178.09640419947505,471,1.236220472440945,-6615.68,0,2,0.0
35,239,44206472.34,184964.31941422596,41456,173.4560669456067,-4512.05,0,16,0.0
36,1000,422907940.17,422907.94017,332354,332.354,-25731.07,0,6,0.0
37,531,87881.08,165.5010922787194,745,1.4030131826741996,-5565.93,0,12,0.0
38,1010,173895861.41,172174.1202079208,82922,82.1009900990099,-12730.88,0,13,0.0
39,221,26633.9,120.51538461538462,249,1.1266968325791855,-4073.85,0,8,0.0
40,1335,7763199.25,5815.1305243445695,9896,7.412734082397003,-21043.81,0,2,0.0
41,473,67351463.6,142392.10063424945,93037,196.6955602536998,-9189.89,0,1,0.0
42,1671,1491473384.75,892563.3660981448,978452,585.5487731897067,-32463.01,0,1,0.0
43,614,77911.54,126.89175895765472,799,1.3013029315960911,-7698.44,0,1,0.0
44,289,51505.56,178.21993079584774,335,1.1591695501730104,-3646.75,0,0,0.0
45,1338,173754505.87,129861.36462630793,146323,109.35949177877428,-43170.88,0,0,0.0
46,1111,93882800.05,84502.9703420342,112186,100.97749774977498,-21270.04,0,6,0.0
47,1182,199185.91999999998,168.5160067681895,1656,1.401015228426396,-22758.91,0,0,0.0
48,385,12526469.35,32536.284025974026,12143,31.54025974025974,-11901.97,0,20,0.0
49,1620,112411086.88,69389.55980246913,119023,73.470987654321,-22007.09,0,17,0.0
50,603,223051787.33,369903.4615754561,215806,357.8872305140962,-7161.37,0,34,0.0
51,568,80109.20999999999,141.03734154929575,894,1.573943661971831,-16475.97,0,48,0.0
52,1370,158903.5,115.98795620437956,1625,1.186131386861314,-23538.829999999998,0,13,0.0
53,519,94578.61,182.23238921001928,842,1.6223506743737957,-7375.099999999999,0,2,0.0
54,738,187713668.79999998,254354.56476964767,136032,184.3252032520325,-14910.38,0,1,0.0
55,525,127357194.62,242585.13260952383,95599,182.09333333333333,-14138.58,0,0,0.0
56,1534,225777.79,147.18239243807042,2210,1.4406779661016949,-29224.5,0,5,0.0
57,247,41176421.94,166706.16170040486,41978,169.95141700404858,-3748.2599999999998,0,1,0.0
58,1092,114386620.13,104749.65213369962,132391,121.23717948717949,-21003.4,0,1,0.0
59,662,20407603.66,30827.19586102719,15873,23.977341389728096,-11883.52,0,2,0.0
60,3328,94589820.91,28422.422148437498,154664,46.47355769230769,-50101.59,0,0,0.0
61,466,111318784.23,238881.51122317597,145166,311.51502145922746,-6387.78,0,0,0.0
62,277,9150452.28,33034.123754512635,10562,38.12996389891697,-5791.39,0,5,0.0
63,1128,17612067.490000002,15613.53500886525,23158,20.53014184397163,-22388.68,0,5,0.0
64,1095,294376655.64,268837.12843835616,272807,249.13881278538813,-37921.54,0,4,0.0
65,235,33029.83,140.5524680851064,270,1.148936170212766,-3320.11,0,144,0.0
66,1060,281551112.87,265614.2574245283,242525,228.79716981132074,-20835.11,0,0,0.0
67,443,38295.06,86.44483069977426,537,1.2121896162528216,-4957.2699999999995,0,14,0.0
68,1613,35919563.76,22268.793403595784,49836,30.896466212027278,-22311.76,0,1,0.0
69,572,143842124.26,251472.24520979018,204355,357.263986013986,-42195.78,0,7,0.0
70,148,14135.11,95.50750000000001,176,1.1891891891891893,-2196.68,0,29,0.0
71,938,23872947.089999996,25450.90308102345,17945,19.131130063965884,-22547.9,0,4,0.0
72,1395,126834.93,90.92109677419354,1762,1.2630824372759857,-26022.62,0,0,0.0
73,558,51168691.93,91700.16474910395,54265,97.24910394265233,-8494.55,0,14,0.0
74,792,83531.19,105.46867424242424,866,1.0934343434343434,-10138.99,0,6,0.0
75,788,83858977.84,106420.02263959391,132458,168.09390862944161,-12080.47,0,5,0.0
76,427,36048669.47,84423.11351288056,36989,86.62529274004685,-8977.55,0,0,0.0
77,157,118008257.46,751644.9519745222,115549,735.9808917197453,-1990.42,0,17,0.0
78,2648,1014776370.26,383223.70478096674,877479,331.37424471299096,-49492.78,0,1,0.0
79,699,49258699.31,70470.2422174535,67654,96.78683834048641,-10104.28,0,3,0.0
80,1680,875188631.9399999,520945.61425,550002,327.38214285714287,-35816.07,0,0,0.0
81,158,20111.309999999998,127.28677215189872,189,1.1962025316455696,-4383.03,0,3,0.0
82,756,31073730.349999998,41102.81792328042,26002,34.39417989417989,-10969.46,0,7,0.0
83,825,137770216.72,166994.20208484848,167657,203.22060606060606,-9627.23,0,13,0.0
84,392,47927.3,122.26352040816327,416,1.0612244897959184,-3988.67,0,11,0.0
85,606,68786.66,113.5093399339934,748,1.2343234323432344,-9312.41,0,12,0.0
86,538,83010.06999999999,154.29381040892193,778,1.446096654275093,-14084.6,0,11,0.0
87,634,83573408.03999999,131819.2555835962,107542,169.62460567823345,-11576.01,0,2,0.0
88,1553,1093445873.3799999,704086.2030779136,742213,477.92208628461043,-45929.229999999996,0,4,0.0
89,668,171884460.56,257312.06670658683,211034,315.9191616766467,-18888.09,0,5,0.0
90,1171,199463341.94,170335.90259607174,131204,112.04440649017933,-23653.579999999998,0,2,0.0
91,566,10933416.11,19316.989593639573,11958,21.127208480565372,-8304.68,0,5,0.0
92,543,135566.17,249.66145488029468,831,1.5303867403314917,-15945.31,0,7,0.0
93,998,40113659.839999996,40194.04793587174,40557,40.63827655310621,-28639.420000000002,0,6,0.0
94,847,83837.6,98.98181818181818,1008,1.1900826446280992,-13311.789999999999,0,4,0.0
95,261,35868.049999999996,137.42547892720305,328,1.2567049808429118,-6856.72,0,101,0.0
96,525,95222.59999999999,181.37638095238094,750,1.4285714285714286,-13494.62,0,1,0.0
97,496,68797064.72,138703.75951612904,78455,158.17540322580646,-9017.51,0,0,0.0
98,554,70087.89,126.5124368231047,747,1.348375451263538,-9974.91,0,5,0.0
99,636,102176.39,160.65470125786163,945,1.4858490566037736,-9908.86,0,1,0.0
100,1917,245185804.37,127900.784752217,309246,161.31768388106417,-36809.26,0,21,0.0
101,470,95795.86,203.82097872340427,693,1.474468085106383,-10709.45,0,10,0.0
102,265,48365.04,182.50958490566038,347,1.3094339622641509,-7257.59,0,11,0.0
103,1735,1712144926.02,986827.0466974063,980066,564.8795389048992,-24560.81,0,2,0.0
104,255,69003985.7,270603.8654901961,55763,218.67843137254903,-5589.38,0,7,0.0
105,482,17440716.830000002,36184.059813278014,15509,32.17634854771784,-8042.179999999999,0,4,0.0
106,1316,232286534.98,176509.52506079027,311200,236.4741641337386,-16878.01,0,0,0.0
107,599,21505887.729999997,35902.98452420701,15815,26.402337228714526,-9122.94,0,2,0.0
108,267,50466.63,189.01359550561796,310,1.1610486891385767,-9170.39,0,0,0.0
109,217,14743274.680000002,67941.35797235023,18744,86.3778801843318,-2885.18,0,4,0.0
110,872,241314047.00000003,276736.2924311927,100898,115.70871559633028,-16624.57,0,0,0.0
111,537,83003.84,154.56953445065176,637,1.186219739292365,-6266.63,0,3,0.0
112,1050,49876179.55,47501.12338095238,60151,57.28666666666667,-20653.5,0,3,0.0
113,460,238830574.77,519196.90167391306,240433,522.6804347826087,-15082.53,0,6,0.0
114,408,80974.68,198.46735294117644,569,1.3946078431372548,-5172.69,0,7,0.0
115,144,31341.69,217.650625,210,1.4583333333333333,-4058.89,0,27,0.0
116,434,393258.05,906.1245391705069,2353,5.421658986175115,-9068.87,0,20,0.0
117,326,170645812.12,523453.41141104297,141493,434.0276073619632,-6936.95,0,1,0.0
118,411,57693.2,140.3727493917275,537,1.3065693430656935,-4496.97,0,6,0.0
119,808,350729619.01,434071.31065594056,371356,459.5990099009901,-15846.93,0,7,0.0
120,381,50830057.64,133412.22477690288,73183,192.08136482939634,-10496.789999999999,0,13,0.0
121,196,14376.9,73.3515306122449,214,1.0918367346938775,-2728.45,0,6,0.0
122,444,79289.56999999999,178.5801126126126,670,1.509009009009009,-11261.26,0,167,0.0
123,779,110373.84,141.68657252888318,965,1.238767650834403,-12991.63,0,4,0.0
124,649,1194584794.1,1840654.5363636361,630593,971.6379044684129,-14594.93,0,0,0.0
125,322,17084538.1,53057.57173913044,21072,65.44099378881988,-5481.5,0,3,0.0
126,902,312602342.04,346565.7894013304,270319,299.68847006651885,-22092.12,0,14,0.0
127,1250,16258302.709999997,13006.642167999998,31088,24.8704,-22992.23,0,3,0.0
128,2232,272608.92,122.1366129032258,2804,1.2562724014336917,-37682.05,0,5,0.0
129,154,24431.93,158.6488961038961,202,1.3116883116883118,-2236.3,0,1,0.0
130,433,6901829.24,15939.559445727484,10126,23.38568129330254,-6110.91,0,1,0.0
131,745,258884261.09,347495.6524697987,163008,218.8026845637584,-22529.12,0,1,0.0
132,882,165453841.83,187589.38982993198,209848,237.92290249433105,-25111.2,0,1,0.0
133,778,75732.49,97.3425321336761,875,1.1246786632390746,-14498.02,0,5,0.0
134,527,87806.44,166.6156356736243,859,1.6299810246679316,-7121.08,0,1,0.0
135,763,31614804.509999998,41434.86829619921,26592,34.8519003931848,-10704.39,0,4,0.0
136,684,75568.49,110.48024853801171,796,1.1637426900584795,-11683.09,0,0,0.0
137,429,22264089.88,51897.6454079254,28375,66.14219114219114,-6003.28,0,5,0.0
138,391,87379.34,223.47657289002558,588,1.5038363171355498,-4916.32,0,2,0.0
139,404,145216235.33,359446.12705445546,144197,356.9232673267327,-11788.83,0,3,0.0
140,1221,1314737407.17,1076771.0132432433,684172,560.3374283374284,-19779.44,0,5,0.0
141,1726,110342997.55,63929.89429316338,95832,55.5225955967555,-24575.35,0,2,0.0
142,604,167869249.57,277929.2211423841,201986,334.4139072847682,-10986.6,0,5,0.0
143,669,21231567.01,31736.273557548582,32298,48.2780269058296,-12080.289999999999,0,0,0.0
144,1443,254361422.47,176272.64204435205,198921,137.85239085239084,-13784.22,0,4,0.0
145,529,17617026.419999998,33302.50741020794,23588,44.58979206049149,-9770.43,0,9,0.0
146,320,19088124.19,59650.38809375001,44214,138.16875,-6634.9,0,145,0.0
147,833,5549753.53,6662.36918367347,8295,9.957983193277311,-15102.45,0,6,0.0
148,466,84093174.42,180457.45583690988,83771,179.76609442060087,-14595.25,0,0,0.0
149,1099,83587672.78999999,76057.93702456779,137006,124.66424021838034,-20076.95,0,1,0.0
150,2712,270602696.82,99779.75546460177,437063,161.1589233038348,-52467.76,0,4,0.0
151,1693,465203781.61,274780.73337861785,355832,210.17838157117544,-23640.55,0,6,0.0
152,408,60765.14,148.93416666666667,557,1.3651960784313726,-10648.89,0,15,0.0
153,1365,89611.56,65.6494945054945,1501,1.0996336996336997,-17422.87,0,2,0.0
154,999,144507.13,144.65178178178178,1328,1.3293293293293293,-13268.73,0,5,0.0
155,1101,454388326.61,412705.1104541326,475721,432.0808356039964,-17019.46,0,0,0.0
156,179,64457906.62,360100.0369832402,79457,443.89385474860336,-4750.99,0,5,0.0
157,210,1276446.54,6078.316857142858,3764,17.923809523809524,-3132.43,0,3,0.0
158,1271,210675.8,165.75594020456333,1889,1.4862313139260426,-51759.46,0,7,0.0
159,437,9047759.77,20704.255766590388,17473,39.983981693363845,-6887.61,0,1,0.0
160,472,5271740.21,11168.941122881355,7856,16.64406779661017,-9978.13,0,0,0.0
161,2858,41105037.13,14382.448261021695,67433,23.59447165850245,-63423.7,0,2,0.0
162,2013,108699359.07,53998.688062593144,112798,56.0347739692002,-27929.36,0,6,0.0
163,625,5356377.72,8570.204351999999,15538,24.8608,-9911.87,0,7,0.0
164,1010,33828707.769999996,33493.77006930693,37928,37.552475247524754,-15708.1,0,2,0.0
165,212,106744741.36,503512.93094339623,132906,626.9150943396227,-3323.7,0,13,0.0
166,1121,175088.38,156.18945584299732,1459,1.3015165031222122,-19465.05,0,29,0.0
167,1098,131764.45,120.00405282331513,1280,1.1657559198542806,-14559.84,0,0,0.0
168,527,17708465.04,33602.400455407966,26285,49.876660341555976,-10935.82,0,8,0.0
169,472,1096712.96,2323.544406779661,4259,9.023305084745763,-9664.539999999999,0,13,0.0
170,531,51172248.69,96369.58322033897,43958,82.7834274952919,-8426.14,0,1,0.0
171,120,27470.01,228.91674999999998,196,1.6333333333333333,-1697.29,0,12,0.0
172,422,52318.87,123.97836492890995,493,1.1682464454976302,-4725.7,0,0,0.0
173,1033,81563177.25999999,78957.57721200386,139153,134.70764762826718,-18769.72,0,0,0.0
174,992,187799461.29999998,189313.9730846774,203528,205.16935483870967,-19303.19,0,3,0.0
175,408,68824.41,168.6872794117647,533,1.3063725490196079,-9011.72,0,0,0.0
176,308,119047588.36999999,386518.1440584415,102895,334.0746753246753,-7175.57,0,25,0.0
177,277,61906799.54,223490.2510469314,78531,283.5054151624549,-7047.45,0,13,0.0
178,279,1343684.9500000002,4816.075089605735,5485,19.659498207885303,-7301.39,0,2,0.0
179,731,82362626.92999999,112671.17227086182,110589,151.28454172366622,-11985.7,0,16,0.0
180,717,104914.14,146.32376569037658,837,1.1673640167364017,-12632.619999999999,0,13,0.0
181,785,124520958.38,158625.42468789808,142095,181.01273885350318,-13948.46,0,7,0.0
182,147,94510.6,642.9292517006803,300,2.0408163265306123,-2506.91,0,81,0.0
183,637,90326497.22,141799.8386499215,75375,118.32810047095761,-8634.24,0,6,0.0
184,527,232166217.29,440543.1068121442,187350,355.50284629981024,-6858.29,0,3,0.0
185,887,819623213.12,924039.6991206313,487553,549.6651634723788,-11847.92,0,2,0.0
186,1494,184694.32,123.62404283801875,2275,1.5227576974564927,-20679.34,0,0,0.0
187,494,87519.56999999999,177.16512145748987,792,1.6032388663967612,-8949.39,0,15,0.0
188,809,131390.73,162.41128553770088,1047,1.2941903584672436,-13695.44,0,8,0.0
189,1374,10853956.200000001,7899.531441048036,15973,11.625181950509461,-33538.61,0,0,0.0
190,407,47922.51,117.74572481572483,487,1.1965601965601966,-5569.0599999999995,0,5,0.0
191,1053,179142.13,170.12547958214626,1398,1.3276353276353277,-16749.329999999998,0,5,0.0
192,1387,194925.91,140.53778658976208,1719,1.2393655371304975,-27044.71,0,6,0.0
